review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000034,O00000034,P000056,U01080,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-05-12T05:33:55
R00000035,O00000035,P000008,U01039,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-02T07:17:33
R00000036,O00000036,P000069,U01094,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-20T06:54:30
R00000037,O00000037,P000084,U01009,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-01T20:42:36
R00000038,O00000038,P000073,U01063,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-04-22T23:14:52
R00000039,O00000039,P000004,U01031,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-03-31T12:42:07
R00000040,O00000040,P000097,U01008,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-11-15T09:17:40
R00000041,O00000041,P000069,U01046,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-04-02T16:33:14
R00000042,O00000042,P000050,U01010,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-20T01:46:30
R00000043,O00000043,P000014,U01068,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-10T04:59:39
R00000044,O00000044,P000052,U01022,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-24T23:22:01
R00000045,O00000045,P000012,U01024,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-29T03:31:08
R00000046,O00000046,P000070,U01041,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-25T05:55:21
R00000047,O00000047,P000023,U01095,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-08-07T21:35:55
R00000048,O00000048,P000017,U01084,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-09T07:16:51
R00000049,O00000049,P000052,U01030,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-12T14:15:40
R00000050,O00000050,P000093,U01092,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-04-08T21:45:47
R00000051,O00000051,P000087,U01008,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-12-09T04:32:03
R00000052,O00000052,P000035,U01007,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-27T00:07:48
R00000053,O00000053,P000078,U01095,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-11-28T18:50:22
R00000054,O00000054,P000012,U01089,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-27T14:21:35
R00000055,O00000055,P000075,U01037,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-12-23T01:10:57
R00000056,O00000056,P000035,U01093,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-08-09T01:27:23
R00000057,O00000057,P000066,U01068,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-08T21:43:24
R00000058,O00000058,P000015,U01056,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-24T13:41:54
R00000059,O00000059,P000022,U01010,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-20T19:56:07
R00000060,O00000060,P000034,U01075,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-25T22:20:03
R00000061,O00000061,P000016,U01032,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-05-21T11:21:30
R00000062,O00000062,P000088,U01028,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-18T04:33:21
R00000063,O00000063,P000067,U01095,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-02T03:47:31
R00000064,O00000064,P000019,U01051,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-25T07:45:26
R00000065,O00000065,P000065,U01017,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-22T01:17:12
R00000066,O00000066,P000064,U01040,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-03T06:51:01
R00000067,O00000067,P000074,U01059,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-12-15T23:52:21
R00000068,O00000068,P000026,U01011,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-03-23T05:20:25
R00000069,O00000069,P000068,U01023,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-02-09T10:58:30
R00000070,O00000070,P000020,U01054,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-03-06T07:21:48
R00000071,O00000071,P000013,U01079,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-25T19:18:17
R00000072,O00000072,P000056,U01003,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-04-24T06:24:32
R00000073,O00000073,P000042,U01044,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-08-15T11:56:08
R00000074,O00000074,P000075,U01015,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-10T23:44:11
R00000075,O00000075,P000074,U01089,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-25T12:27:29
R00000076,O00000076,P000008,U01042,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-24T15:19:13
R00000077,O00000077,P000053,U01065,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-14T09:55:20
R00000078,O00000078,P000076,U01031,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-28T19:43:30
R00000079,O00000079,P000005,U01046,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-04-12T10:11:24
R00000080,O00000080,P000010,U01052,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-04-29T02:40:15
R00000081,O00000081,P000030,U01049,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-04T05:03:44
R00000082,O00000082,P000027,U01052,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-04T06:31:50
R00000083,O00000083,P000100,U01083,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-02-01T02:58:47
R00000084,O00000084,P000012,U01097,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-10T19:17:03
R00000085,O00000085,P000068,U01002,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-10T01:46:39
R00000086,O00000086,P000005,U01073,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-30T10:44:12
R00000087,O00000087,P000086,U01051,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-19T21:35:08
R00000088,O00000088,P000100,U01032,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-31T22:33:38
R00000089,O00000089,P000049,U01076,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-08T19:21:02
R00000090,O00000090,P000059,U01016,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-08-05T15:44:46
R00000091,O00000091,P000008,U01024,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-03-09T08:31:32
R00000092,O00000092,P000083,U01092,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-22T08:44:38
R00000093,O00000093,P000003,U01026,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-23T17:46:21
R00000094,O00000094,P000007,U01061,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-05-28T07:45:28
R00000095,O00000095,P000076,U01034,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-04T16:30:37
R00000096,O00000096,P000024,U01097,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-17T05:33:17
R00000097,O00000097,P000020,U01019,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-02T22:11:38
R00000098,O00000098,P000060,U01008,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-01T16:45:16
R00000099,O00000099,P000092,U01062,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-01T02:06:58
R00000100,O00000100,P000055,U01082,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-05-12T09:30:21
